,id,date,price,bedrooms,bathrooms,sqft_lot,floors,waterfront,yr_built,zipcode,lat,long,age
5783,2195900010,2014-07-14,270000.0,3,1,13475,1,0,1972,98059,47.4766,-122.153,42
5784,5707500050,2014-07-18,739375.0,5,3,3200,2,0,1906,98112,47.6188,-122.308,108
5785,8929000130,2014-07-08,357562.0,2,1,1032,2,0,2014,98029,47.5522,-121.999,0
5786,2944000170,2014-06-11,1010000.0,4,2,29224,2,0,1987,98052,47.7203,-122.128,27
5787,8682262330,2014-09-30,455000.0,2,1,4286,1,0,2004,98053,47.7171,-122.033,10
5788,4167800130,2015-05-01,310000.0,5,2,9600,1,0,1969,98023,47.3257,-122.365,46
5789,1624079088,2014-08-11,415000.0,3,2,111514,2,0,1967,98024,47.5621,-121.924,47
5790,7370600050,2014-08-19,452000.0,2,1,8100,1,0,1950,98177,47.7212,-122.364,64
5791,2025059134,2015-01-13,810000.0,3,2,16928,1,0,1953,98004,47.6363,-122.202,62
5792,7522500020,2014-05-27,730001.0,3,2,4750,1,0,1951,98117,47.6862,-122.395,63
5793,1125069134,2015-04-30,825000.0,3,2,86636,1,0,1989,98053,47.6627,-122.003,26
5794,8032700010,2014-07-16,665000.0,3,2,3000,2,0,1996,98103,47.6532,-122.34,18
5795,2473370050,2014-06-04,327500.0,4,1,7800,1,0,1968,98058,47.4507,-122.139,46
5796,3276930050,2014-07-28,699950.0,3,2,36218,2,0,1988,98075,47.5855,-121.987,26
5797,3211230080,2014-07-28,424000.0,3,2,34680,2,0,1985,98092,47.3139,-122.116,29
5798,7519000471,2014-06-25,657000.0,4,2,3375,1,0,1926,98117,47.6846,-122.361,88
5799,8563000130,2014-07-17,445000.0,3,1,10844,1,0,1974,98008,47.6208,-122.106,40
5800,2770604103,2014-07-31,450000.0,3,2,762,2,0,2007,98119,47.642,-122.374,7
5801,3581000020,2014-09-26,350000.0,3,1,7455,1,0,1964,98034,47.7276,-122.241,50
5802,9432750190,2014-11-12,460000.0,4,2,17532,2,0,1996,98059,47.4835,-122.136,18
5803,1622059088,2014-06-26,385000.0,4,2,22651,1,0,1970,98031,47.3931,-122.183,44
5804,5559900080,2014-11-04,272000.0,4,2,6160,2,0,1993,98023,47.3214,-122.347,21
5805,7202260780,2015-01-20,535000.0,3,2,5544,2,0,2001,98053,47.6903,-122.042,14
5806,8651410950,2015-04-30,216500.0,2,1,5200,1,0,1969,98042,47.3688,-122.08,46
5807,7843500080,2015-02-25,325000.0,3,2,12245,2,0,1989,98042,47.3406,-122.057,26
5808,3205400290,2015-04-06,420200.0,3,1,7280,1,0,1968,98034,47.7229,-122.18,47
5809,7129300420,2014-12-02,258000.0,3,1,5650,1,0,1951,98178,47.5111,-122.256,63
5810,263000280,2014-12-02,450000.0,3,2,4500,1,0,1917,98103,47.6985,-122.348,97
5811,2919200280,2014-12-08,720168.0,4,2,3794,2,0,1926,98117,47.6893,-122.359,88
5812,2769602880,2014-10-02,652000.0,3,2,5000,1,0,1925,98107,47.6746,-122.362,89
5813,8078440050,2014-07-30,569500.0,4,2,8248,2,0,1989,98074,47.6314,-122.03,25
5814,1922069071,2015-04-24,411000.0,4,1,292288,1,0,1963,98042,47.3787,-122.091,52
5815,7518502945,2014-05-19,524950.0,3,1,3825,1,0,1974,98117,47.6831,-122.381,40
5816,7568700480,2015-03-23,153000.0,2,1,10152,1,0,1942,98155,47.7369,-122.321,73
5817,9577800005,2014-10-22,775000.0,3,2,5467,2,0,2000,98126,47.5791,-122.378,14
5818,7436050170,2015-01-12,338500.0,4,2,6111,2,0,1997,98030,47.3677,-122.173,18
5819,7200001259,2015-05-01,570000.0,3,1,9000,1,0,1975,98052,47.6809,-122.113,40
5820,4127000095,2014-10-29,653000.0,3,2,8429,1,0,1950,98038,47.372,-122.036,64
5821,1934800086,2014-11-20,435000.0,2,2,1222,2,0,2008,98122,47.604,-122.307,6
5822,3361401025,2014-11-26,207000.0,2,1,8160,1,0,1952,98168,47.4997,-122.317,62
5823,7430500415,2014-07-25,540000.0,2,1,7500,1,0,1971,98008,47.619,-122.096,43
5824,1622049182,2014-06-25,386000.0,4,2,9583,2,0,1965,98198,47.3978,-122.313,49
5825,7749500250,2014-08-27,265000.0,5,2,8075,1,0,1969,98092,47.2961,-122.188,45
5826,1773101159,2015-01-07,250000.0,3,2,572,2,0,2006,98106,47.5549,-122.363,9
5827,9829200250,2015-01-05,1697000.0,3,2,6600,2,0,1970,98122,47.6055,-122.285,45
5828,3303860130,2014-12-03,455000.0,4,2,7251,2,0,2009,98038,47.3686,-122.058,5
5829,9359100500,2014-05-27,1795000.0,4,3,13000,2,0,2000,98040,47.581,-122.246,14
5830,1250203860,2014-10-30,759000.0,3,2,7200,1,0,1941,98144,47.5886,-122.288,73
5831,2386000170,2015-03-26,970000.0,4,2,74358,2,0,1990,98053,47.6392,-121.988,25
5833,2600000050,2014-08-27,690000.0,3,2,8327,1,0,1978,98006,47.5534,-122.16,36
5834,7856640170,2014-07-08,789900.0,3,2,25150,1,0,1987,98006,47.5706,-122.152,27
5835,5540800130,2015-03-18,447500.0,2,1,5100,1,0,1926,98103,47.6947,-122.346,89
5836,7955060010,2014-06-13,440000.0,4,2,7575,1,0,1974,98034,47.7328,-122.2,40
5837,7760400470,2015-04-14,278000.0,3,2,7789,1,0,1994,98042,47.3718,-122.073,21
5838,9551202130,2014-07-14,980000.0,5,2,6000,1,0,1904,98103,47.6729,-122.334,110
5839,4345000050,2014-06-30,245000.0,3,2,14197,1,0,1996,98030,47.3652,-122.183,18
5840,7334501440,2014-10-21,287000.0,3,1,11475,1,0,1971,98045,47.4629,-121.744,43
5841,1523069215,2014-06-03,435000.0,3,1,132858,1,0,1988,98027,47.4853,-122.034,26
5842,5525400430,2014-07-15,585000.0,3,2,11690,2,0,1989,98059,47.5279,-122.161,25
5843,871001611,2014-07-01,616000.0,4,1,5846,1,0,1957,98199,47.6539,-122.408,57
5844,1685200190,2015-01-15,203000.0,3,1,9000,1,0,1978,98092,47.3187,-122.179,37
5845,1982200675,2015-05-06,860000.0,4,2,3840,2,0,1920,98107,47.6624,-122.361,95
5846,1201500010,2015-03-30,833000.0,4,2,12690,1,0,1973,98033,47.6627,-122.189,42
5847,1822360080,2014-12-11,565000.0,4,2,6856,2,0,2003,98072,47.7739,-122.164,11
5848,4113800500,2015-02-12,572500.0,3,2,7589,2,0,1991,98056,47.5355,-122.179,24
5849,4299700095,2014-05-16,254000.0,4,2,4235,1,0,1955,98108,47.546,-122.293,59
5850,3585900500,2015-04-02,1525000.0,4,4,21000,3,0,1971,98177,47.7591,-122.376,44
5851,326069026,2015-01-21,900000.0,4,3,217800,2,0,2003,98077,47.7696,-122.021,12
5852,4070700290,2015-02-26,899000.0,3,2,3730,2,0,1996,98033,47.6731,-122.199,19
5853,7625703800,2015-04-24,560000.0,3,2,6000,1,0,1943,98136,47.5482,-122.392,72
5854,643400130,2015-03-04,512500.0,3,1,7200,1,0,1976,98007,47.5966,-122.144,39
5855,2877103070,2015-02-23,775000.0,4,2,5000,1,0,1924,98117,47.6786,-122.36,91
5856,421000185,2014-06-11,200000.0,2,1,4700,1,0,1953,98056,47.4953,-122.169,61
5857,2113700825,2014-07-31,172000.0,3,1,4700,1,0,1943,98106,47.5285,-122.354,71
5858,623049093,2014-05-22,219900.0,3,1,6000,1,0,1956,98146,47.5065,-122.338,58
5859,4348800080,2014-07-11,641200.0,3,1,9123,1,0,1952,98004,47.6218,-122.193,62
5860,3762900010,2014-07-15,473000.0,5,3,7200,2,0,1982,98034,47.7078,-122.234,32
5861,3578401700,2014-07-01,540000.0,3,1,9580,1,0,1984,98074,47.6212,-122.038,30
5862,1211000280,2015-05-04,295000.0,2,1,4500,1,0,1945,98122,47.607,-122.297,70
5863,1324300091,2014-05-28,370000.0,3,1,2296,1,0,1908,98103,47.6546,-122.356,106
5864,4141800285,2014-07-14,1727000.0,4,2,8000,1,0,1906,98122,47.6149,-122.287,108
5865,1524079088,2014-05-09,275000.0,3,1,48257,1,0,1922,98024,47.5603,-121.894,92
5866,9320900420,2014-10-14,89000.0,3,1,4750,1,0,1969,98023,47.3026,-122.363,45
5867,7349800780,2014-08-05,175000.0,2,1,9800,1,0,1975,98019,47.7595,-121.473,39
5868,1196002948,2015-02-18,490000.0,3,2,11900,1,0,1989,98023,47.3384,-122.34,26
5869,5631500213,2014-05-15,342400.0,3,2,9630,2,0,1986,98028,47.7352,-122.232,28
5870,3416601045,2014-06-23,345000.0,3,1,4200,2,0,1904,98144,47.6012,-122.296,110
5871,9828701650,2014-11-25,399000.0,2,1,3400,1,0,1946,98112,47.6212,-122.296,68
5872,6071300500,2014-08-15,550000.0,4,2,9719,1,0,1960,98006,47.5549,-122.176,54
5873,6072760670,2014-12-03,652450.0,3,2,11835,1,0,1974,98006,47.563,-122.178,40
5874,9141100255,2015-04-29,438000.0,2,2,29347,1,0,1953,98133,47.739,-122.351,62
5875,2824600290,2015-04-03,605000.0,3,1,5058,1,0,1941,98126,47.5743,-122.378,74
5876,2787720170,2014-09-29,395000.0,4,2,11733,1,0,1969,98059,47.512,-122.16,45
5877,9826701735,2014-11-12,449950.0,3,2,3048,2,0,1902,98122,47.6031,-122.303,112
5878,1703050420,2015-03-30,651100.0,4,2,5526,2,0,2003,98074,47.6299,-122.02,12
5879,4060000440,2015-02-04,241000.0,3,1,6050,1,0,1945,98178,47.4995,-122.248,70
5880,2525049148,2014-10-07,3418800.0,5,5,20412,2,0,2014,98039,47.6209,-122.237,0
5881,8857310010,2014-12-19,268500.0,2,1,1749,1,0,1969,98008,47.6118,-122.116,45
5882,1823049178,2015-01-23,200000.0,2,1,7200,1,0,1956,98166,47.4815,-122.339,59
5883,4364200250,2014-12-01,400375.0,4,1,7680,1,0,1946,98126,47.5296,-122.375,68
5884,8682260480,2014-05-28,429000.0,2,1,6315,1,0,2005,98053,47.7141,-122.032,9
5885,1250200345,2014-10-24,230000.0,3,1,2400,1,0,1903,98144,47.5982,-122.299,111
5886,9808590460,2015-02-18,1200000.0,4,2,10702,2,0,1982,98004,47.6451,-122.189,33
5887,7818700480,2015-04-09,314200.0,1,1,6000,1,0,1918,98117,47.6911,-122.367,97
5888,2792000010,2015-04-23,513000.0,4,2,8887,1,0,1967,98166,47.439,-122.342,48
5889,1705400244,2015-04-02,535000.0,2,1,5346,1,0,1908,98118,47.5567,-122.279,107
5890,9358002375,2015-03-05,420000.0,6,3,6344,2,0,1980,98126,47.565,-122.37,35
5891,8944320470,2014-06-23,345950.0,3,2,4118,2,0,1989,98042,47.3878,-122.153,25
5892,6372000101,2014-08-20,483500.0,3,2,2016,1,0,1931,98116,47.5811,-122.404,83
5893,2877100655,2014-12-08,695000.0,4,2,2500,2,0,2001,98117,47.6771,-122.358,13
5894,9378500050,2014-10-06,295000.0,4,2,8906,2,0,1993,98031,47.4205,-122.215,21
5895,3790600080,2015-04-08,434975.0,3,2,9960,1,0,1976,98155,47.7742,-122.287,39
5896,8944360080,2014-07-08,513000.0,3,2,4592,2,0,1992,98029,47.5764,-121.996,22
5897,7979900225,2015-03-23,360000.0,3,1,11407,1,0,1963,98155,47.7455,-122.294,52
5898,3163600130,2015-03-17,234900.0,3,1,8000,1,0,1956,98146,47.5065,-122.337,59
5899,4139380050,2014-06-16,963000.0,4,3,6603,2,0,2007,98027,47.5642,-122.126,7
5900,2749600095,2014-08-19,595000.0,2,1,4800,1,0,1924,98119,47.6509,-122.37,90
5901,7852160250,2014-10-24,942500.0,4,3,14408,2,0,2006,98065,47.536,-121.857,8
5902,3303980500,2014-09-05,1029000.0,4,3,11200,2,0,2002,98059,47.521,-122.15,12
5903,1250200605,2015-03-25,350000.0,3,1,3600,1,0,1904,98144,47.5985,-122.298,111
5904,8887001640,2014-11-06,416500.0,4,2,39848,2,0,1991,98070,47.5003,-122.465,23
5905,2122059127,2014-09-16,209900.0,3,1,60720,1,0,1912,98042,47.375,-122.166,102
5906,5700001045,2014-06-22,802000.0,3,1,5000,1,0,1907,98144,47.5788,-122.292,107
5907,7331900290,2014-07-31,230000.0,4,1,8800,1,0,1960,98002,47.3136,-122.208,54
5908,7844200415,2014-07-02,489000.0,3,3,10375,2,0,1982,98188,47.4286,-122.291,32
5909,4055700345,2014-07-14,497000.0,3,1,28750,1,0,1956,98034,47.7137,-122.254,58
5910,2923049421,2014-07-02,250000.0,3,2,7738,1,0,1965,98148,47.4562,-122.33,49
5911,1860600840,2014-08-15,925000.0,3,3,3600,2,0,1994,98119,47.633,-122.37,20
5912,5095400460,2014-07-23,390000.0,4,2,15496,2,0,1991,98059,47.4683,-122.07,23
5913,3819750170,2015-03-10,415000.0,3,2,9600,1,0,1988,98028,47.7698,-122.238,27
5914,5021900779,2015-04-04,785000.0,3,2,9638,1,0,1952,98040,47.5753,-122.224,63
5915,4206901155,2014-09-24,575000.0,3,2,4000,1,0,1907,98105,47.6561,-122.325,107
5916,6303400290,2015-01-26,170000.0,2,1,8636,1,0,1924,98146,47.5081,-122.356,91
5917,7871500440,2014-10-14,750000.0,4,1,3400,1,0,1915,98119,47.6429,-122.371,99
5918,6085000130,2015-03-21,230000.0,3,1,9639,1,0,1967,98001,47.3112,-122.265,48
5919,1896700080,2015-01-05,855000.0,4,3,35074,2,0,1978,98005,47.6359,-122.159,37
5920,6197800101,2014-08-05,235000.0,3,1,45738,2,0,1967,98058,47.436,-122.185,47
5921,7802900380,2014-09-08,335000.0,2,1,69260,1,0,1937,98065,47.5229,-121.838,77
5922,3024059126,2014-07-03,1195000.0,5,3,18129,2,0,1952,98040,47.5333,-122.217,62
5923,7128300630,2015-03-30,677000.0,4,2,6000,1,0,1927,98144,47.5958,-122.306,88
5924,7626200305,2014-10-22,575000.0,3,2,5000,2,0,1925,98136,47.5447,-122.389,89
5925,7950300670,2015-02-18,450000.0,2,1,4590,1,0,1924,98118,47.5663,-122.285,91
5926,1233100321,2015-03-27,817250.0,3,2,7202,2,0,1999,98033,47.6769,-122.177,16
5927,9238500190,2014-12-02,440000.0,4,2,28600,1,0,1968,98072,47.7757,-122.139,46
5928,1972201856,2014-05-07,526000.0,2,2,2400,1,0,1900,98103,47.654,-122.346,114
5929,624110920,2014-07-25,762500.0,3,2,15258,2,0,1986,98077,47.7262,-122.06,28
5930,5003600080,2015-04-14,325000.0,4,2,7719,2,0,2000,98030,47.3649,-122.194,15
5931,853600020,2014-07-10,840000.0,4,3,85728,2,0,1998,98014,47.615,-121.954,16
5932,7625704317,2015-05-03,377500.0,2,1,4500,1,0,1939,98136,47.5441,-122.39,76
5933,2946000912,2014-09-23,212500.0,3,1,7128,1,0,1954,98198,47.422,-122.321,60
5934,4188000670,2014-05-15,749400.0,4,2,20301,2,0,1985,98052,47.719,-122.114,29
5935,5215200010,2014-06-26,663000.0,3,2,37843,1,1,1974,98070,47.4003,-122.422,40
5936,2911700020,2014-07-21,1476000.0,3,2,22518,2,0,1953,98006,47.574,-122.18,61
5937,185000161,2014-10-15,261000.0,3,1,7800,1,0,1957,98178,47.4932,-122.263,57
5938,2140700190,2015-04-10,515000.0,4,2,9248,2,0,1997,98028,47.735,-122.244,18
5939,9406600050,2014-05-12,410000.0,3,2,16921,2,0,1987,98038,47.3727,-122.051,27
5940,2473000470,2014-07-08,336000.0,3,2,10160,1,0,1969,98058,47.4504,-122.15,45
5941,5100403952,2015-02-25,440000.0,2,1,4128,1,0,1948,98115,47.696,-122.314,67
5942,2024059127,2015-01-09,908950.0,4,2,6200,2,0,2014,98006,47.5538,-122.189,1
5943,1483300430,2014-11-25,554000.0,2,1,3700,1,0,1968,98040,47.588,-122.251,46
5944,291300170,2014-05-09,387000.0,3,2,1606,2,0,2003,98027,47.5348,-122.072,11
5945,9117000170,2015-05-05,268643.0,4,2,9240,2,0,1961,98055,47.4362,-122.187,54
5946,461004095,2014-07-21,514000.0,3,1,5000,1,0,1954,98117,47.681,-122.372,60
5947,9547201850,2014-07-23,420000.0,2,1,4182,2,0,1977,98115,47.6787,-122.308,37
5948,7942100290,2014-09-10,199000.0,3,1,9871,1,0,1968,98042,47.3816,-122.087,46
5949,4336000050,2015-03-17,225000.0,3,1,15701,1,0,1949,98188,47.4518,-122.292,66
5950,2571910420,2014-08-19,320000.0,4,2,8424,2,0,1993,98022,47.196,-122.011,21
5951,8802400896,2014-10-23,204995.0,2,1,8185,1,0,1904,98031,47.4025,-122.201,110
5952,3630010020,2014-12-29,376000.0,3,2,1827,2,0,2005,98029,47.5479,-121.999,9
5953,6793300010,2014-12-15,705000.0,4,2,6222,2,0,2004,98029,47.5582,-122.025,10
5954,7852020250,2014-06-02,725995.0,4,2,7869,2,0,2001,98065,47.5317,-121.866,13
5955,2473400290,2015-01-26,285000.0,4,2,8190,1,0,1977,98058,47.4521,-122.161,38
5956,3328500250,2014-05-02,285000.0,4,2,9397,2,0,1987,98001,47.3406,-122.269,27
5957,629420080,2014-08-20,731000.0,4,2,5936,2,0,2005,98075,47.5902,-121.988,9
5958,2524049215,2015-05-01,1564350.0,4,3,17000,2,0,1986,98040,47.5355,-122.242,29
5959,8663310050,2014-10-06,510000.0,4,2,10423,1,0,1955,98034,47.725,-122.172,59
5960,4083304835,2014-10-23,620000.0,2,1,4332,1,0,1909,98103,47.6528,-122.331,105
5961,8155800050,2015-04-22,1110000.0,3,4,31796,2,0,1989,98053,47.6635,-122.017,26
5962,4403200255,2014-07-22,796000.0,4,3,4960,2,0,2005,98177,47.7022,-122.374,9
5963,5379800500,2014-09-30,255000.0,3,1,25500,1,0,1943,98188,47.4565,-122.276,71
5964,7010700660,2015-04-28,807000.0,3,2,4000,2,0,2000,98199,47.659,-122.398,15
5965,9406540190,2014-11-10,315000.0,4,2,6000,2,0,2000,98038,47.3774,-122.027,14
5966,1795920250,2015-02-27,637000.0,3,2,7355,2,0,1986,98052,47.7266,-122.103,29
5967,5249800010,2014-12-03,2725000.0,4,4,43838,2,0,1906,98144,47.5703,-122.28,108
5968,8651510420,2014-12-11,490000.0,3,2,10023,1,0,1981,98074,47.6492,-122.062,33
5969,1422700080,2014-06-10,253000.0,3,1,7281,1,0,1962,98188,47.4681,-122.282,52
5970,5468780250,2014-05-08,325900.0,4,2,6270,2,0,2004,98042,47.3501,-122.14,10
5971,3723800415,2014-10-15,425000.0,2,2,6677,1,0,1952,98118,47.5513,-122.264,62
5972,1545800290,2014-09-05,215000.0,4,2,6675,2,0,1997,98038,47.3638,-122.053,17
5973,1545800290,2015-04-08,315000.0,4,2,6675,2,0,1997,98038,47.3638,-122.053,18
5974,2804100095,2014-05-16,724800.0,3,2,3933,1,0,1926,98112,47.6436,-122.303,88
5975,7282300095,2014-07-09,295000.0,2,1,6500,1,0,1953,98133,47.7621,-122.358,61
5976,930000289,2015-03-16,509007.0,3,1,7620,1,0,1951,98177,47.7165,-122.361,64
5977,2822059181,2015-04-13,306000.0,5,2,169448,1,0,1910,98030,47.3714,-122.177,105
5978,1761100080,2014-07-17,205000.0,3,1,7210,1,0,1984,98023,47.2889,-122.363,30
5979,2953000250,2014-07-31,275000.0,3,1,9737,1,0,1968,98031,47.4125,-122.207,46
5980,3416600185,2014-11-06,685000.0,3,1,7000,1,0,1963,98122,47.6018,-122.291,51
5981,927200380,2015-04-20,465000.0,4,2,12833,1,0,1969,98034,47.7266,-122.175,46
5982,7922750020,2014-07-08,560000.0,4,2,9800,1,0,1968,98033,47.666,-122.178,46
5983,259600050,2015-02-23,458500.0,3,1,9605,1,0,1964,98008,47.6325,-122.121,51
5984,3298300420,2015-03-31,354000.0,3,1,7590,1,0,1959,98008,47.6228,-122.121,56
5985,1310440470,2015-01-13,441000.0,3,2,7923,2,0,1998,98058,47.4349,-122.105,17
5986,3438502668,2014-08-29,194000.0,3,1,10488,1,0,1952,98106,47.5417,-122.357,62
5987,5591700290,2014-05-15,316500.0,4,2,6807,2,0,1991,98031,47.4053,-122.189,23
5988,4172100050,2014-08-25,524950.0,3,1,3250,1,0,1929,98117,47.6807,-122.366,85
5989,9275700005,2015-04-27,1052000.0,3,2,6092,2,0,1983,98116,47.5878,-122.381,32
5990,1089000190,2015-04-12,925000.0,4,2,13894,2,0,1975,98005,47.6351,-122.165,40
5991,9523103000,2014-10-20,780000.0,3,1,4524,1,0,1924,98103,47.674,-122.35,90
5992,2781270440,2014-05-19,241000.0,2,2,3128,2,0,2005,98038,47.349,-122.021,9
5993,2105200050,2014-06-19,519000.0,3,2,10744,1,0,1954,98166,47.4403,-122.343,60
5994,7625703637,2014-08-28,286000.0,2,1,4000,1,0,1918,98136,47.5469,-122.391,96
5995,2926049408,2014-10-09,400000.0,3,2,17800,1,0,1962,98125,47.7058,-122.315,52
5996,3224079005,2014-10-09,255000.0,2,1,43560,1,0,1923,98024,47.5245,-121.931,91
5997,5147600095,2015-01-21,152000.0,3,1,7754,1,0,1953,98146,47.5079,-122.344,62
5998,2413900050,2014-12-01,599000.0,4,2,15143,2,0,1972,98052,47.6709,-122.052,42
5999,3820350050,2014-10-24,330000.0,4,2,3905,2,0,2001,98019,47.7346,-121.985,13
6000,8910500675,2014-05-19,461000.0,2,1,7193,1,0,1926,98133,47.7102,-122.356,88
6001,1461200020,2015-03-10,620000.0,5,2,34991,2,0,1995,98059,47.4721,-122.148,20
6002,722079056,2014-10-06,352500.0,4,2,219106,1,0,1958,98038,47.4044,-121.963,56
6003,8663370020,2014-08-06,435000.0,3,2,6911,1,0,1988,98034,47.7188,-122.177,26
6004,2568200130,2014-05-16,725000.0,5,2,5310,2,0,2006,98052,47.7074,-122.101,8
6005,8947800080,2014-11-05,300000.0,3,1,12300,1,0,1982,98028,47.7335,-122.227,32
6006,1545803390,2014-11-11,252000.0,3,2,8284,2,0,1989,98038,47.3609,-122.048,25
6007,1088030010,2014-10-05,464625.0,4,2,8996,1,0,1974,98033,47.666,-122.185,40
6008,1829700080,2014-12-12,340000.0,3,1,9586,2,0,1950,98155,47.7443,-122.326,64
6009,2125049024,2014-06-20,1325000.0,4,2,6280,1,0,1905,98112,47.6329,-122.31,109
6010,5706200020,2015-02-06,455000.0,5,2,13970,1,0,1969,98027,47.5243,-122.042,46
6011,2316400285,2015-05-13,495000.0,4,3,18042,2,0,2003,98070,47.4161,-122.441,12
6012,7588700080,2015-04-21,925000.0,4,2,4501,2,0,2002,98117,47.688,-122.379,13
6013,7853310380,2014-12-11,587000.0,4,2,8737,2,0,2006,98065,47.523,-121.877,8
6014,6821101870,2014-05-05,524000.0,3,1,5520,1,0,1944,98199,47.6515,-122.399,70
6015,9551201660,2014-06-13,1030000.0,4,2,4800,2,0,1905,98103,47.6709,-122.337,109
6016,3530500010,2014-09-30,176000.0,2,1,2332,1,0,1980,98198,47.3779,-122.32,34
6017,7387500185,2014-05-21,249900.0,2,1,5500,1,0,1947,98106,47.5187,-122.363,67
6018,1626079132,2014-06-05,499500.0,3,2,53143,1,0,1988,98019,47.743,-121.925,26
6019,8854100130,2014-09-11,600000.0,5,3,10542,1,0,1974,98011,47.7469,-122.217,40
6020,2123049142,2014-08-14,294000.0,4,2,7800,2,0,2003,98168,47.473,-122.293,11
6021,3423059109,2015-04-15,272000.0,4,2,19843,1,0,1963,98058,47.4414,-122.154,52
6022,5631500992,2014-05-15,390000.0,3,2,10800,2,0,1996,98028,47.7433,-122.229,18
6023,6641800020,2015-01-09,700000.0,4,2,9650,1,0,1971,98166,47.409,-122.333,44
6024,7853301700,2015-04-20,635000.0,5,2,6621,2,0,2006,98065,47.543,-121.888,9
6025,2158900290,2015-04-16,920000.0,4,1,3600,2,0,1929,98112,47.6376,-122.307,86
6026,2273600250,2014-08-04,500000.0,3,1,8530,1,0,1983,98033,47.6881,-122.184,31
6027,3298700840,2014-08-21,263500.0,2,1,4515,1,0,1942,98106,47.5198,-122.351,72
6028,5450500010,2015-03-13,975000.0,4,2,9990,2,0,1967,98040,47.5516,-122.217,48
6029,3629870020,2014-11-14,575000.0,3,2,3485,2,0,2001,98029,47.5493,-122.004,13
6030,8856700130,2014-06-12,822000.0,4,2,40386,2,0,1987,98052,47.6982,-122.138,27
6031,6381502155,2015-01-16,300000.0,3,1,7200,1,0,1954,98125,47.7276,-122.307,61
6032,1443550080,2015-03-30,487600.0,4,2,12080,2,0,1999,98019,47.7325,-121.969,16
6033,2205700345,2014-07-07,500000.0,4,2,8640,1,0,1955,98006,47.5774,-122.153,59
6034,6926700660,2014-09-11,680000.0,2,2,989,3,0,2014,98109,47.6354,-122.346,0
6035,3279050130,2014-09-10,419000.0,3,2,21096,2,0,2004,98023,47.3049,-122.386,10
6036,2770606890,2014-08-07,450000.0,4,1,5250,1,0,1949,98199,47.6581,-122.39,65
6037,2867100190,2014-06-18,650000.0,5,1,4500,1,0,1926,98119,47.6452,-122.369,88
6038,8562600190,2014-06-23,550000.0,3,1,8086,1,0,1964,98052,47.67,-122.155,50
6039,5680000545,2014-12-03,330000.0,4,2,5202,1,0,1942,98108,47.5677,-122.317,72
6040,1922059027,2015-01-23,282510.0,4,1,32234,1,0,1932,98030,47.3818,-122.21,83
6041,1725059316,2014-11-20,2385000.0,4,4,13296,2,0,2000,98033,47.6488,-122.201,14
6042,3275300440,2014-11-20,230000.0,2,2,10200,1,0,1983,98003,47.2593,-122.312,31
6043,952001735,2014-10-04,750000.0,4,1,6613,2,0,1909,98116,47.567,-122.385,105
6044,1402950190,2014-09-16,321000.0,4,2,5366,2,0,2002,98092,47.3352,-122.19,12
6045,4045100190,2014-10-27,2196000.0,4,3,18000,2,0,1980,98040,47.5612,-122.229,34
6046,1207200010,2015-03-18,245000.0,4,2,10416,1,0,1958,98146,47.4878,-122.341,57
6047,6815100095,2014-12-23,510000.0,2,1,4000,1,0,1913,98103,47.6854,-122.329,101
6048,3825310130,2014-06-24,751000.0,4,3,9571,2,0,2004,98052,47.7058,-122.131,10
6049,3276930380,2014-05-23,675000.0,4,2,36601,2,0,1987,98075,47.5851,-121.992,27
6050,8937600080,2015-01-26,295000.0,3,1,13350,1,0,1967,98023,47.3317,-122.365,48
6051,8024200010,2014-10-28,312000.0,2,1,6000,1,0,1925,98115,47.7009,-122.317,89
6052,624110020,2014-09-25,730000.0,3,3,13129,2,0,1988,98077,47.7315,-122.058,26
6053,6192410280,2015-01-02,762500.0,5,3,5880,2,0,2005,98052,47.7067,-122.119,10
6054,4302201045,2014-05-28,150000.0,3,1,7680,1,0,1910,98106,47.528,-122.359,104
6055,507100020,2015-03-09,270000.0,3,1,7374,1,0,1954,98133,47.7775,-122.336,61
6056,259600280,2015-04-06,400000.0,4,2,9301,1,0,1963,98008,47.6325,-122.121,52
6057,7691800130,2014-08-26,650000.0,3,2,6720,2,0,2002,98075,47.5958,-122.038,12
6058,2056100275,2014-10-06,530000.0,2,1,5000,1,0,1954,98116,47.5673,-122.401,60
6059,2202500080,2014-06-30,248000.0,3,1,9400,1,0,1954,98006,47.5746,-122.136,60
6060,3179102155,2015-01-08,760000.0,4,3,5300,1,0,1949,98115,47.6748,-122.279,66
6061,937000280,2015-02-20,199000.0,4,1,10521,1,0,1960,98198,47.4215,-122.289,55
6062,5379805253,2014-10-20,240000.0,2,1,8400,1,0,1960,98188,47.4493,-122.282,54
6063,6821102340,2015-05-04,415000.0,3,1,1795,2,0,1945,98199,47.6471,-122.397,70
6064,7229900250,2014-12-02,228000.0,3,1,16376,1,0,1959,98059,47.4825,-122.108,55
6065,7287100177,2015-02-25,525000.0,4,2,12106,1,0,1992,98133,47.7648,-122.355,23
6066,8820900670,2014-06-23,399950.0,3,1,5223,1,0,1940,98125,47.7175,-122.288,74
6067,3275850020,2015-04-13,781000.0,4,2,8571,2,0,1988,98052,47.691,-122.105,27
6068,9528100899,2015-04-28,827000.0,3,2,1330,2,0,2004,98115,47.6831,-122.325,11
